"Sex";"fakecode";"fakelat";"fakelong";"PatronType";"PatronID";"EMAI/Venue";"EMAI/Third Patry (i.e. Promoter or Partner)";"PHON/Venue";"PHON/Third Patry (i.e. Promoter or Partner)";"POST/Venue";"POST/Third Patry (i.e. Promoter or Partner)";"SMS/Venue";"SMS/Third Patry (i.e. Promoter or Partner)";"SOCI/Venue";"SOCI/Third Patry (i.e. Promoter or Partner)"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Regular Booker";"103628";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Lapsed Booker";"100058";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA2 6BQ";"54.0839557";"-2.7861084";"Active Booker";"105405";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"BB11 5DA";"53.7788389";"-2.2763507";"Active Booker";"104973";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"ST21 6LS";"52.8722808";"-2.2662118";"Active Booker";"104961";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"BB18 5AF";"53.9155513";"-2.1869049";"Regular Booker";"103772";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104893";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
"F";NULL;NULL;NULL;"Regular Booker";"103797";"N";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;"FY8 2HE";"53.7604711";"-3.0334622";"Active Booker";"101262";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA6 3PD";"54.1547151";"-2.4819162";"Active Booker";"3231";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Active Booker";"105008";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"N14 6RB";"51.6325205";"-0.1231404";"Active Booker";"3239";"Y";"?";"N";"?";"N";"?";"?";"?";"?";"?"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"104293";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA9 4AD";"54.3296359";"-2.7476893";"Active Booker";"102234";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"102138";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"PO14 4BL";"50.8525064";"-1.2479485";"Student";"104931";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"3266";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y"
"F";"B30 1NA";"52.4232172";"-1.9411357";"Lapsed Booker";"102265";"Y";"?";"N";"?";"N";"?";"?";"?";"?";"?"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104847";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"103069";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"102140";"Y";"Y";"N";"N";"N";"N";"N";"N";"Y";"N"
NULL;"PR2 6BH";"53.7781575";"-2.6613736";"Active Booker";"105085";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA8 9AD";"54.3771761";"-2.7639034";"Active Booker";"3301";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"105232";"Y";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Active Booker";"3304";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"M15 6EP";"53.4669512";"-2.2403902";"Lapsed Booker";"102607";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"104857";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA5 9HG";"54.1378168";"-2.7678132";"Regular Booker";"102388";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"105148";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA3 3ES";"54.0474118";"-2.8564615";"Lapsed Booker";"102969";"Y";"N";"Y";"N";"Y";"N";"N";"N";"Y";"N"
NULL;"BL9 8AE";"53.5654505";"-2.2810891";"Student";"105451";"N";"N";"N";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA9 7NN";"54.3148511";"-2.7328553";"Regular Booker";"103694";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105435";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Student";"105313";"Y";"N";"N";"N";"Y";"N";"Y";"N";"Y";"Y"
NULL;NULL;NULL;NULL;"Active Booker";"105453";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"104452";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA2 9ES";"54.0461848";"-2.7098815";"Lapsed Booker";"103720";"Y";"Y";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"PR26 9HZ";"53.6686747";"-2.7776386";"Student";"103655";"Y";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Active Booker";"103088";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA8 0LX";"54.2924085";"-2.6926972";"Active Booker";"105410";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"104911";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"E7  0JF";"51.5525769";"0.028";"Active Booker";"104397";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Student";"105073";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"105004";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"PR3 2WD";"53.8518333";"-2.6171869";"Active Booker";"3384";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Active Booker";"105172";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"105048";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"FY5 3JF";"53.8764341";"-3.0423317";"Active Booker";"105067";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"3391";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR7 3HZ";"53.6430968";"-2.6320968";"Active Booker";"105056";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Lapsed Booker";"102844";"N";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"C";"L39 2XP";"53.5698769";"-2.8775077";"Student";"101845";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"102908";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Active Booker";"102095";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"102770";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"102508";"N";"N";"N";"N";"Y";"Y";"Y";"Y";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102781";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"SK8 5NH";"53.3842584";"-2.1912472";"Lapsed Booker";"3436";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Active Booker";"105166";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"C";NULL;NULL;NULL;"Lapsed Booker";"102811";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";NULL;NULL;NULL;"Lapsed Booker";"102873";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"M16 9PN";"53.4608356";"-2.2669224";"Lapsed Booker";"105415";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Lapsed Booker";"102595";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA5 9HG";"54.1378168";"-2.7678132";"Lapsed Booker";"102950";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"NN11 3SZ";"52.1903644";"-1.1890533";"Student";"105140";"Y";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"105376";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Regular Booker";"103789";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR2 8EZ";"53.7821337";"-2.6966512";"Active Booker";"105050";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104923";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"BD17 6JQ";"53.8511907";"-1.7605628";"Student";"103083";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"PR2 3QZ";"53.7824";"-2.7246355";"Active Booker";"3485";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"BB10 2SX";"53.8126277";"-2.2180779";"Active Booker";"104829";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"KT10 9NT";"51.3681019";"-0.3599352";"Lapsed Booker";"3502";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Regular Booker";"103672";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Lapsed Booker";"3511";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Student";"105275";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"105114";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR3 1HZ";"53.9068429";"-2.7624231";"Active Booker";"103752";"Y";"Y";"Y";"N";"Y";"Y";"Y";"N";"Y";"N"
NULL;"PR3 1HZ";"53.9068429";"-2.7624231";"Student";"105329";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Student";"102148";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105280";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Active Booker";"3539";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102858";"Y";"N";"N";"N";"Y";"N";"Y";"N";"N";"N"
NULL;"LA3 3ES";"54.0474118";"-2.8564615";"Active Booker";"3545";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102817";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102874";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Student";"101643";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"PR3 5DP";"53.818058";"-2.7267971";"Active Booker";"105139";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Lapsed Booker";"102593";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"CH2 2EY";"53.2060774";"-2.8811905";"Regular Booker";"3570";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"104921";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102683";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Lapsed Booker";"3576";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"BB9 0QL";"53.8305484";"-2.2086492";"Active Booker";"100231";"Y";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Regular Booker";"103780";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"3594";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104279";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"100697";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105024";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR7 7AN";"53.6814875";"-2.6585875";"Active Booker";"105175";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"PR3 2YG";"53.8285086";"-2.591444";"Active Booker";"105416";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102764";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102674";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"104891";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"BB12 7HL";"53.8006872";"-2.3287128";"Active Booker";"105072";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"ST9 9DN";"53.0746776";"-2.1081858";"Student";"104267";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102791";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA9 4JU";"54.3252657";"-2.7521208";"Lapsed Booker";"102337";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA2 7LT";"54.1065596";"-2.5083731";"Regular Booker";"3648";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102980";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102911";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Student";"101773";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"FY6 8HP";"53.8400329";"-2.9789737";"Active Booker";"104263";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"102489";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;"DL2 3HE";"54.5650131";"-1.7562969";"Active Booker";"3673";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102903";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA3 1UN";"54.0619372";"-2.8825314";"Active Booker";"105164";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"BB7 3AA";"53.9105";"-2.4500566";"Regular Booker";"3690";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104406";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"FY8 3JG";"53.7596602";"-3.0108919";"Active Booker";"105322";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"B61 0NF";"52.3598243";"-2.0536402";"Student";"105373";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102342";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"CV9 3QY";"52.6114247";"-1.5345323";"Student";"104912";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"CV9 3QY";"52.6114247";"-1.5345323";"Lapsed Booker";"103036";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102157";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 2NE";"54.0618975";"-2.8037951";"Active Booker";"104852";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"3721";"Y";"Y";"Y";"N";"N";"N";"N";"N";"N";"N"
"F";"LA11 7RA";"54.1848925";"-2.9421963";"Lapsed Booker";"102477";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Student";"104972";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"SK10 5BJ";"53.2937519";"-2.0964812";"Active Booker";"3735";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"3736";"Y";"?";"N";"?";"N";"?";"?";"?";"?";"?"
NULL;"PR2 1LH";"53.7683609";"-2.7480564";"Student";"104460";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA4 4PE";"54.0670876";"-2.8655259";"Lapsed Booker";"3741";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Regular Booker";"102958";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"102996";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Active Booker";"100117";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"EX6 8JS";"50.6471074";"-3.477137";"Student";"102957";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102823";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA3 2JJ";"54.0446703";"-2.8922308";"Active Booker";"105483";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"105443";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"OL12 6JL";"53.627313";"-2.1669106";"Lapsed Booker";"102631";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"OL12 6JL";"53.627313";"-2.1669106";"Student";"104913";"Y";"N";"N";"N";"Y";"N";"Y";"N";"N";"N"
"M";"BB6 7RA";"53.7872797";"-2.4048046";"Active Booker";"3773";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"104826";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA6 2BB";"54.205825";"-2.5969083";"Active Booker";"102863";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"FY6 8HP";"53.8400329";"-2.9789737";"Active Booker";"105332";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";NULL;NULL;NULL;"Active Booker";"103660";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105111";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"102495";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"FY8 2HE";"53.7604711";"-3.0334622";"Active Booker";"105366";"Y";"Y";"Y";"N";"Y";"N";"N";"N";"Y";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Lapsed Booker";"100574";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"ME1 2QE";"51.3719767";"0.50857364";"Student";"105426";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"SY2 5QD";"52.7133967";"-2.7265246";"Lapsed Booker";"103111";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 7HX";"54.1170974";"-2.5192143";"Active Booker";"102161";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"FY6 7EG";"53.8502603";"-2.9959212";"Active Booker";"105081";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"RG31 6NU";"51.4703364";"-1.0420184";"Student";"104271";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"104411";"Y";"Y";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105009";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Active Booker";"3842";"Y";"?";"N";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Student";"105325";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Lapsed Booker";"102705";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"PR8 3JA";"53.6034938";"-3.0302551";"Lapsed Booker";"102879";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Regular Booker";"3868";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"105020";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"WA10 4JP";"53.454602";"-2.7595714";"Lapsed Booker";"102951";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"M";NULL;NULL;NULL;"Active Booker";"101242";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA12 7PU";"54.2065";"-3.0903819";"Lapsed Booker";"102655";"N";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"104898";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"M4  1BG";"53.4849041";"-2.2356027";"Active Booker";"105060";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA5 0SN";"54.1867024";"-2.8271845";"Active Booker";"3907";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102871";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"BB7 2DU";"53.8736387";"-2.3959476";"Active Booker";"105437";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"WN5 0HG";"53.5477819";"-2.6738351";"Active Booker";"104995";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA7 7TZ";"54.2266742";"-2.7724253";"Regular Booker";"100426";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"3921";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"105439";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Student";"3929";"Y";"Y";"N";"N";"Y";"N";"N";"N";"Y";"N"
NULL;"LL30 1SJ";"53.3159921";"-3.8176746";"Active Booker";"105269";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Student";"103054";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"103112";"Y";"N";"N";"N";"Y";"N";"Y";"N";"N";"N"
NULL;"FY6 0EE";"53.9196633";"-2.9697789";"Regular Booker";"103801";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA5 9HG";"54.1378168";"-2.7678132";"Regular Booker";"103791";"N";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102801";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"PR2 3QZ";"53.7824";"-2.7246355";"Lapsed Booker";"102611";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"104956";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA4 5PU";"54.0725914";"-2.8542724";"Active Booker";"103047";"Y";"Y";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"104413";"Y";"Y";"Y";"N";"Y";"N";"Y";"Y";"Y";"N"
NULL;"L37 7DR";"53.5679167";"-3.0603981";"Student";"104675";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Active Booker";"105484";"Y";"Y";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA3 1UN";"54.0619372";"-2.8825314";"Lapsed Booker";"103734";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 2NE";"54.0618975";"-2.8037951";"Regular Booker";"103671";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y"
NULL;"PR4 0RU";"53.7957079";"-2.7781782";"Lapsed Booker";"3986";"N";"?";"N";"?";"N";"?";"?";"?";"?";"?"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Lapsed Booker";"3995";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";NULL;NULL;NULL;"Lapsed Booker";"102995";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"103070";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"104925";"N";"N";"N";"N";"N";"N";"Y";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105076";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"PR6 8JJ";"53.6916169";"-2.5865517";"Lapsed Booker";"102891";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
